[{'X': 0.6267287135124207, 'Y': 0.9021146893501282, 'Z': -0.00015805136354174465}, {'X': 0.5285441875457764, 'Y': 0.8850523233413696, 'Z': -0.0271972194314003}, {'X': 0.45820462703704834, 'Y': 0.7806474566459656, 'Z': -0.03634629026055336}, {'X': 0.4205998182296753, 'Y': 0.6812133193016052, 'Z': -0.055638495832681656}, {'X': 0.39742666482925415, 'Y': 0.609281063079834, 'Z': -0.0638691857457161}, {'X': 0.5267042517662048, 'Y': 0.6032758355140686, 'Z': 0.02588433027267456}, {'X': 0.5069372057914734, 'Y': 0.4723687469959259, 'Z': 0.022816985845565796}, {'X': 0.49743950366973877, 'Y': 0.4002159833908081, 'Z': 0.018443170934915543}, {'X': 0.4920751452445984, 'Y': 0.3422417640686035, 'Z': 0.01374859269708395}, {'X': 0.579444944858551, 'Y': 0.5866089463233948, 'Z': 0.013777995482087135}, {'X': 0.5592930316925049, 'Y': 0.43805408477783203, 'Z': 0.019632024690508842}, {'X': 0.5472029447555542, 'Y': 0.35844922065734863, 'Z': 0.008578169159591198}, {'X': 0.5427653789520264, 'Y': 0.2913767397403717, 'Z': 0.0023524989373981953}, {'X': 0.6313081979751587, 'Y': 0.5978119969367981, 'Z': -0.005238346289843321}, {'X': 0.6238648891448975, 'Y': 0.4625858664512634, 'Z': -0.00800337828695774}, {'X': 0.6171627640724182, 'Y': 0.3825860023498535, 'Z': -0.01882714033126831}, {'X': 0.6111606359481812, 'Y': 0.3144876956939697, 'Z': -0.030302751809358597}, {'X': 0.6855677366256714, 'Y': 0.6346598863601685, 'Z': -0.028960883617401123}, {'X': 0.6863452196121216, 'Y': 0.5273677110671997, 'Z': -0.04457074776291847}, {'X': 0.6834822297096252, 'Y': 0.46213477849960327, 'Z': -0.0625961497426033}, {'X': 0.6764039397239685, 'Y': 0.3991498649120331, 'Z': -0.07398039102554321}]
[{'X': 0.6136636734008789, 'Y': 0.820076584815979, 'Z': -0.00013800246233586222}, {'X': 0.5233157873153687, 'Y': 0.8093241453170776, 'Z': -0.029912875965237617}, {'X': 0.4551953077316284, 'Y': 0.713870644569397, 'Z': -0.038183681666851044}, {'X': 0.4286520481109619, 'Y': 0.621846616268158, 'Z': -0.05247468501329422}, {'X': 0.41729438304901123, 'Y': 0.557876467704773, 'Z': -0.061976108700037}, {'X': 0.509207546710968, 'Y': 0.5939002633094788, 'Z': 0.014296973124146461}, {'X': 0.4900115728378296, 'Y': 0.46766892075538635, 'Z': 0.014730793423950672}, {'X': 0.4694398045539856, 'Y': 0.40886983275413513, 'Z': 0.01365398894995451}, {'X': 0.45245957374572754, 'Y': 0.36169660091400146, 'Z': 0.010463488288223743}, {'X': 0.5637575387954712, 'Y': 0.576920747756958, 'Z': 0.0037419109139591455}, {'X': 0.5464715957641602, 'Y': 0.487242192029953, 'Z': -0.019485225901007652}, {'X': 0.5250545144081116, 'Y': 0.4703671932220459, 'Z': -0.053582385182380676}, {'X': 0.5112265944480896, 'Y': 0.46878814697265625, 'Z': -0.06751640886068344}, {'X': 0.6150937080383301, 'Y': 0.5767032504081726, 'Z': -0.009752962738275528}, {'X': 0.6217633485794067, 'Y': 0.4735746681690216, 'Z': -0.013226750306785107}, {'X': 0.6218885183334351, 'Y': 0.39726752042770386, 'Z': -0.04099403694272041}, {'X': 0.6231216788291931, 'Y': 0.3289449214935303, 'Z': -0.06288210302591324}, {'X': 0.6668978929519653, 'Y': 0.5945428013801575, 'Z': -0.02764333412051201}, {'X': 0.6802920699119568, 'Y': 0.49585676193237305, 'Z': -0.037679273635149}, {'X': 0.682062029838562, 'Y': 0.4329492747783661, 'Z': -0.04952419549226761}, {'X': 0.6799442768096924, 'Y': 0.3680155873298645, 'Z': -0.05524972081184387}]
[{'X': 0.61524498462677, 'Y': 0.8215579986572266, 'Z': -9.785035945242271e-05}, {'X': 0.529059648513794, 'Y': 0.8050258159637451, 'Z': -0.034381818026304245}, {'X': 0.4635605216026306, 'Y': 0.7141934633255005, 'Z': -0.039991896599531174}, {'X': 0.434770405292511, 'Y': 0.6214160919189453, 'Z': -0.04956405237317085}, {'X': 0.420797199010849, 'Y': 0.5599468350410461, 'Z': -0.04949215054512024}, {'X': 0.5150017738342285, 'Y': 0.5810076594352722, 'Z': -0.004472073167562485}, {'X': 0.486955463886261, 'Y': 0.46593427658081055, 'Z': -0.017680181190371513}, {'X': 0.4706030488014221, 'Y': 0.40040069818496704, 'Z': -0.030340339988470078}, {'X': 0.46282875537872314, 'Y': 0.34398454427719116, 'Z': -0.04238170385360718}, {'X': 0.5667607188224792, 'Y': 0.5619183778762817, 'Z': -0.00906266551464796}, {'X': 0.5456446409225464, 'Y': 0.43156954646110535, 'Z': -0.015893569216132164}, {'X': 0.531065046787262, 'Y': 0.36077696084976196, 'Z': -0.03958520665764809}, {'X': 0.5255681276321411, 'Y': 0.30499160289764404, 'Z': -0.05969209969043732}, {'X': 0.6186032891273499, 'Y': 0.5654270648956299, 'Z': -0.017533544450998306}, {'X': 0.6201978921890259, 'Y': 0.444537490606308, 'Z': -0.02757461555302143}, {'X': 0.6186230778694153, 'Y': 0.3732417821884155, 'Z': -0.05025310069322586}, {'X': 0.6188135743141174, 'Y': 0.3100367784500122, 'Z': -0.06978972256183624}, {'X': 0.6706579923629761, 'Y': 0.5868828892707825, 'Z': -0.029167992994189262}, {'X': 0.6772459149360657, 'Y': 0.4887557625770569, 'Z': -0.04535796120762825}, {'X': 0.6785516142845154, 'Y': 0.4303423762321472, 'Z': -0.06050192192196846}, {'X': 0.6779351830482483, 'Y': 0.37077924609184265, 'Z': -0.07221826165914536}]
[{'X': 0.6140472888946533, 'Y': 0.8216843605041504, 'Z': -0.00011015450581908226}, {'X': 0.5276188254356384, 'Y': 0.8064123392105103, 'Z': -0.03540094569325447}, {'X': 0.4625212252140045, 'Y': 0.7131227850914001, 'Z': -0.041875001043081284}, {'X': 0.43447932600975037, 'Y': 0.617020845413208, 'Z': -0.05186307057738304}, {'X': 0.42229196429252625, 'Y': 0.5537715554237366, 'Z': -0.05224652215838432}, {'X': 0.5145384669303894, 'Y': 0.5765246748924255, 'Z': -0.0042852065525949}, {'X': 0.4861049950122833, 'Y': 0.4625683128833771, 'Z': -0.02082855813205242}, {'X': 0.468721866607666, 'Y': 0.39869070053100586, 'Z': -0.034198515117168427}, {'X': 0.4611508846282959, 'Y': 0.34446680545806885, 'Z': -0.04581392556428909}, {'X': 0.5671246647834778, 'Y': 0.557339608669281, 'Z': -0.00972091406583786}, {'X': 0.5460706949234009, 'Y': 0.4239619970321655, 'Z': -0.019313380122184753}, {'X': 0.5319467782974243, 'Y': 0.3527694344520569, 'Z': -0.0423949658870697}, {'X': 0.5279123783111572, 'Y': 0.2960531413555145, 'Z': -0.06150536984205246}, {'X': 0.6195068955421448, 'Y': 0.563604474067688, 'Z': -0.019382672384381294}, {'X': 0.6279520392417908, 'Y': 0.4412394165992737, 'Z': -0.03462008014321327}, {'X': 0.6325495839118958, 'Y': 0.37013232707977295, 'Z': -0.05829250067472458}, {'X': 0.6383280754089355, 'Y': 0.3068110942840576, 'Z': -0.07806862890720367}, {'X': 0.6713752150535583, 'Y': 0.588675856590271, 'Z': -0.03288620710372925}, {'X': 0.680406391620636, 'Y': 0.4902242422103882, 'Z': -0.05392458662390709}, {'X': 0.684161901473999, 'Y': 0.4316214323043823, 'Z': -0.07273726910352707}, {'X': 0.6863166689872742, 'Y': 0.3705027103424072, 'Z': -0.08642731606960297}]
[{'X': 0.6175276637077332, 'Y': 0.8208847641944885, 'Z': -0.00012477779819164425}, {'X': 0.5296997427940369, 'Y': 0.8059630393981934, 'Z': -0.029407640919089317}, {'X': 0.46275612711906433, 'Y': 0.7117486000061035, 'Z': -0.0334559790790081}, {'X': 0.43444153666496277, 'Y': 0.614605188369751, 'Z': -0.041727446019649506}, {'X': 0.42344653606414795, 'Y': 0.5529989004135132, 'Z': -0.03907594084739685}, {'X': 0.5128595232963562, 'Y': 0.5776952505111694, 'Z': 0.00466992799192667}, {'X': 0.4838176369667053, 'Y': 0.4638541042804718, 'Z': -0.0091130705550313}, {'X': 0.4669398069381714, 'Y': 0.4011479616165161, 'Z': -0.01997433416545391}, {'X': 0.4602380394935608, 'Y': 0.3484681248664856, 'Z': -0.029336098581552505}, {'X': 0.5656285881996155, 'Y': 0.5572367906570435, 'Z': -0.002541713882237673}, {'X': 0.545819103717804, 'Y': 0.42348429560661316, 'Z': -0.009634366258978844}, {'X': 0.5330625176429749, 'Y': 0.35253798961639404, 'Z': -0.03016705811023712}, {'X': 0.5308393836021423, 'Y': 0.2963290810585022, 'Z': -0.047623611986637115}, {'X': 0.6186721324920654, 'Y': 0.5625933408737183, 'Z': -0.013515700586140156}, {'X': 0.6269878149032593, 'Y': 0.4409532845020294, 'Z': -0.0266793854534626}, {'X': 0.633062481880188, 'Y': 0.37013983726501465, 'Z': -0.04698825627565384}, {'X': 0.6409707069396973, 'Y': 0.30726465582847595, 'Z': -0.06496279686689377}, {'X': 0.6718800067901611, 'Y': 0.5865128040313721, 'Z': -0.02816995233297348}, {'X': 0.6798452734947205, 'Y': 0.48797982931137085, 'Z': -0.045385971665382385}, {'X': 0.6839706897735596, 'Y': 0.4298502504825592, 'Z': -0.06117232143878937}, {'X': 0.6874759793281555, 'Y': 0.3693707585334778, 'Z': -0.07232893258333206}]
[{'X': 0.6140148043632507, 'Y': 0.8203467130661011, 'Z': -0.00011489981261547655}, {'X': 0.529030978679657, 'Y': 0.8040615320205688, 'Z': -0.03203901648521423}, {'X': 0.4635440707206726, 'Y': 0.7094465494155884, 'Z': -0.03721592575311661}, {'X': 0.43430447578430176, 'Y': 0.6121307611465454, 'Z': -0.047100264579057693}, {'X': 0.4232620298862457, 'Y': 0.5495501756668091, 'Z': -0.04625929147005081}, {'X': 0.5170361995697021, 'Y': 0.5755403637886047, 'Z': 0.003697847481817007}, {'X': 0.4870385229587555, 'Y': 0.46128612756729126, 'Z': -0.008983719162642956}, {'X': 0.469389408826828, 'Y': 0.39857780933380127, 'Z': -0.019693655893206596}, {'X': 0.4616739749908447, 'Y': 0.3452574908733368, 'Z': -0.029328729957342148}, {'X': 0.5682845711708069, 'Y': 0.5566079020500183, 'Z': -0.003983543254435062}, {'X': 0.5471106171607971, 'Y': 0.4224785566329956, 'Z': -0.009164745919406414}, {'X': 0.5331302881240845, 'Y': 0.35275161266326904, 'Z': -0.029937582090497017}, {'X': 0.5291895270347595, 'Y': 0.2970921993255615, 'Z': -0.047901701182127}, {'X': 0.6197367906570435, 'Y': 0.5635943412780762, 'Z': -0.015191708691418171}, {'X': 0.6298811435699463, 'Y': 0.4416261613368988, 'Z': -0.028493203222751617}, {'X': 0.6365241408348083, 'Y': 0.37075144052505493, 'Z': -0.050352636724710464}, {'X': 0.6445960998535156, 'Y': 0.3073796033859253, 'Z': -0.06920737028121948}, {'X': 0.6709802150726318, 'Y': 0.5900144577026367, 'Z': -0.02978719025850296}, {'X': 0.6800927519798279, 'Y': 0.4915889501571655, 'Z': -0.04910648614168167}, {'X': 0.6846188306808472, 'Y': 0.4327430725097656, 'Z': -0.06626201421022415}, {'X': 0.6883800625801086, 'Y': 0.37075597047805786, 'Z': -0.0781707763671875}]
[{'X': 0.6140148043632507, 'Y': 0.8203467130661011, 'Z': -0.00011489981261547655}, {'X': 0.529030978679657, 'Y': 0.8040615320205688, 'Z': -0.03203901648521423}, {'X': 0.4635440707206726, 'Y': 0.7094465494155884, 'Z': -0.03721592575311661}, {'X': 0.43430447578430176, 'Y': 0.6121307611465454, 'Z': -0.047100264579057693}, {'X': 0.4232620298862457, 'Y': 0.5495501756668091, 'Z': -0.04625929147005081}, {'X': 0.5170361995697021, 'Y': 0.5755403637886047, 'Z': 0.003697847481817007}, {'X': 0.4870385229587555, 'Y': 0.46128612756729126, 'Z': -0.008983719162642956}, {'X': 0.469389408826828, 'Y': 0.39857780933380127, 'Z': -0.019693655893206596}, {'X': 0.4616739749908447, 'Y': 0.3452574908733368, 'Z': -0.029328729957342148}, {'X': 0.5682845711708069, 'Y': 0.5566079020500183, 'Z': -0.003983543254435062}, {'X': 0.5471106171607971, 'Y': 0.4224785566329956, 'Z': -0.009164745919406414}, {'X': 0.5331302881240845, 'Y': 0.35275161266326904, 'Z': -0.029937582090497017}, {'X': 0.5291895270347595, 'Y': 0.2970921993255615, 'Z': -0.047901701182127}, {'X': 0.6197367906570435, 'Y': 0.5635943412780762, 'Z': -0.015191708691418171}, {'X': 0.6298811435699463, 'Y': 0.4416261613368988, 'Z': -0.028493203222751617}, {'X': 0.6365241408348083, 'Y': 0.37075144052505493, 'Z': -0.050352636724710464}, {'X': 0.6445960998535156, 'Y': 0.3073796033859253, 'Z': -0.06920737028121948}, {'X': 0.6709802150726318, 'Y': 0.5900144577026367, 'Z': -0.02978719025850296}, {'X': 0.6800927519798279, 'Y': 0.4915889501571655, 'Z': -0.04910648614168167}, {'X': 0.6846188306808472, 'Y': 0.4327430725097656, 'Z': -0.06626201421022415}, {'X': 0.6883800625801086, 'Y': 0.37075597047805786, 'Z': -0.0781707763671875}]
[{'X': 0.6150568723678589, 'Y': 0.820849597454071, 'Z': -0.00011182422167621553}, {'X': 0.5289829969406128, 'Y': 0.8038181066513062, 'Z': -0.029761653393507004}, {'X': 0.4637231230735779, 'Y': 0.7091823816299438, 'Z': -0.03335036709904671}, {'X': 0.4349935054779053, 'Y': 0.6120707392692566, 'Z': -0.04175615683197975}, {'X': 0.42230838537216187, 'Y': 0.5503683090209961, 'Z': -0.039473652839660645}, {'X': 0.513953685760498, 'Y': 0.576816201210022, 'Z': 0.0070739202201366425}, {'X': 0.4842880368232727, 'Y': 0.4643348455429077, 'Z': -0.005862285848706961}, {'X': 0.46700096130371094, 'Y': 0.4022880494594574, 'Z': -0.01716170459985733}, {'X': 0.45949411392211914, 'Y': 0.3496553599834442, 'Z': -0.027361946180462837}, {'X': 0.5660057067871094, 'Y': 0.5573145151138306, 'Z': -0.001540020457468927}, {'X': 0.544998288154602, 'Y': 0.4237816333770752, 'Z': -0.007875832729041576}, {'X': 0.5314919352531433, 'Y': 0.35292860865592957, 'Z': -0.029486889019608498}, {'X': 0.5277749300003052, 'Y': 0.296675443649292, 'Z': -0.04816260188817978}, {'X': 0.6187376976013184, 'Y': 0.5641851425170898, 'Z': -0.013773594051599503}, {'X': 0.6285138130187988, 'Y': 0.4429146945476532, 'Z': -0.02682510018348694}, {'X': 0.6359323859214783, 'Y': 0.372363805770874, 'Z': -0.04761602729558945}, {'X': 0.6444448232650757, 'Y': 0.30961453914642334, 'Z': -0.0659247636795044}, {'X': 0.6713925004005432, 'Y': 0.5902761220932007, 'Z': -0.029612379148602486}, {'X': 0.6798324584960938, 'Y': 0.4920889735221863, 'Z': -0.04779592528939247}, {'X': 0.6840897798538208, 'Y': 0.4337047040462494, 'Z': -0.06422455608844757}, {'X': 0.6875914335250854, 'Y': 0.37215685844421387, 'Z': -0.07545339316129684}]
[{'X': 0.6114420890808105, 'Y': 0.8236362934112549, 'Z': -0.00013091745495330542}, {'X': 0.52663254737854, 'Y': 0.8073642253875732, 'Z': -0.035648930817842484}, {'X': 0.46178945899009705, 'Y': 0.712524950504303, 'Z': -0.0418783500790596}, {'X': 0.4343574047088623, 'Y': 0.6153404116630554, 'Z': -0.051671337336301804}, {'X': 0.42263051867485046, 'Y': 0.5532125234603882, 'Z': -0.051922839134931564}, {'X': 0.5155394077301025, 'Y': 0.5775444507598877, 'Z': -0.0018014298984780908}, {'X': 0.488336980342865, 'Y': 0.46266770362854004, 'Z': -0.01815827563405037}, {'X': 0.4710257351398468, 'Y': 0.3998105525970459, 'Z': -0.0303664393723011}, {'X': 0.4625588357448578, 'Y': 0.34574446082115173, 'Z': -0.040484946221113205}, {'X': 0.5679604411125183, 'Y': 0.5593631267547607, 'Z': -0.009060544893145561}, {'X': 0.5465023517608643, 'Y': 0.42456167936325073, 'Z': -0.0180171150714159}, {'X': 0.5324044823646545, 'Y': 0.35417258739471436, 'Z': -0.04045325517654419}, {'X': 0.5275275707244873, 'Y': 0.2966313660144806, 'Z': -0.05865737050771713}, {'X': 0.6203745603561401, 'Y': 0.567374587059021, 'Z': -0.020022468641400337}, {'X': 0.6322222352027893, 'Y': 0.4454686939716339, 'Z': -0.03614664822816849}, {'X': 0.6422315835952759, 'Y': 0.3750571012496948, 'Z': -0.05991378054022789}, {'X': 0.6517562866210938, 'Y': 0.3110698461532593, 'Z': -0.08004444092512131}, {'X': 0.6727509498596191, 'Y': 0.5952340364456177, 'Z': -0.034925803542137146}, {'X': 0.6826614141464233, 'Y': 0.4961639642715454, 'Z': -0.056851837784051895}, {'X': 0.6884070634841919, 'Y': 0.4371526539325714, 'Z': -0.07540372014045715}, {'X': 0.69205242395401, 'Y': 0.37583088874816895, 'Z': -0.08832783252000809}]
[{'X': 0.6109423637390137, 'Y': 0.8255916833877563, 'Z': -0.00012190532288514078}, {'X': 0.5266450047492981, 'Y': 0.8090593814849854, 'Z': -0.036900486797094345}, {'X': 0.46231693029403687, 'Y': 0.7124603986740112, 'Z': -0.04438800737261772}, {'X': 0.43538030982017517, 'Y': 0.6140729188919067, 'Z': -0.05582163855433464}, {'X': 0.4232568144798279, 'Y': 0.551480770111084, 'Z': -0.0574963353574276}, {'X': 0.516178548336029, 'Y': 0.5770153999328613, 'Z': -0.002084114123135805}, {'X': 0.48869553208351135, 'Y': 0.4631396234035492, 'Z': -0.018777647987008095}, {'X': 0.4718684256076813, 'Y': 0.40028083324432373, 'Z': -0.03233467787504196}, {'X': 0.4641035199165344, 'Y': 0.3464363217353821, 'Z': -0.04381454735994339}, {'X': 0.5688034892082214, 'Y': 0.5585044026374817, 'Z': -0.008970135822892189}, {'X': 0.5485540628433228, 'Y': 0.4242846965789795, 'Z': -0.019182318821549416}, {'X': 0.5353036522865295, 'Y': 0.35310548543930054, 'Z': -0.042779337614774704}, {'X': 0.5313460230827332, 'Y': 0.2954484224319458, 'Z': -0.062031522393226624}, {'X': 0.6210963129997253, 'Y': 0.5662060976028442, 'Z': -0.020049655809998512}, {'X': 0.6329947710037231, 'Y': 0.4443865716457367, 'Z': -0.036135122179985046}, {'X': 0.6415106058120728, 'Y': 0.3745632767677307, 'Z': -0.059671372175216675}, {'X': 0.64998859167099, 'Y': 0.31145179271698, 'Z': -0.07968397438526154}, {'X': 0.6731008887290955, 'Y': 0.5934049487113953, 'Z': -0.035276323556900024}, {'X': 0.6834279298782349, 'Y': 0.4950820207595825, 'Z': -0.05634598806500435}, {'X': 0.688820481300354, 'Y': 0.43663179874420166, 'Z': -0.07449056208133698}, {'X': 0.6923559308052063, 'Y': 0.37470030784606934, 'Z': -0.0874968096613884}]
[{'X': 0.6118531227111816, 'Y': 0.8256886005401611, 'Z': -0.00011173723760293797}, {'X': 0.5273489952087402, 'Y': 0.8081263303756714, 'Z': -0.034490421414375305}, {'X': 0.46360552310943604, 'Y': 0.7099577188491821, 'Z': -0.04089495912194252}, {'X': 0.43583646416664124, 'Y': 0.6114030480384827, 'Z': -0.05180756747722626}, {'X': 0.42319875955581665, 'Y': 0.5495915412902832, 'Z': -0.0532381646335125}, {'X': 0.5164446234703064, 'Y': 0.5757801532745361, 'Z': -0.00011544086009962484}, {'X': 0.4886985421180725, 'Y': 0.463301420211792, 'Z': -0.01617996022105217}, {'X': 0.4720006585121155, 'Y': 0.4011272192001343, 'Z': -0.02945469319820404}, {'X': 0.4644626975059509, 'Y': 0.34866923093795776, 'Z': -0.04075131565332413}, {'X': 0.5687200427055359, 'Y': 0.5577884912490845, 'Z': -0.008109192363917828}, {'X': 0.5476149320602417, 'Y': 0.42313143610954285, 'Z': -0.017362959682941437}, {'X': 0.533866822719574, 'Y': 0.3507836163043976, 'Z': -0.040498193353414536}, {'X': 0.5298528671264648, 'Y': 0.29208242893218994, 'Z': -0.059733498841524124}, {'X': 0.6213527917861938, 'Y': 0.5662127137184143, 'Z': -0.020449930801987648}, {'X': 0.6329178810119629, 'Y': 0.4444015622138977, 'Z': -0.03599816560745239}, {'X': 0.6414953470230103, 'Y': 0.37365996837615967, 'Z': -0.057470861822366714}, {'X': 0.6503834128379822, 'Y': 0.3097720146179199, 'Z': -0.07645866274833679}, {'X': 0.6739174127578735, 'Y': 0.5938413739204407, 'Z': -0.036560624837875366}, {'X': 0.6838748455047607, 'Y': 0.4937118887901306, 'Z': -0.057739630341529846}, {'X': 0.6890832781791687, 'Y': 0.4348451793193817, 'Z': -0.07483730465173721}, {'X': 0.693337082862854, 'Y': 0.37237733602523804, 'Z': -0.08733665198087692}]
[{'X': 0.6118531227111816, 'Y': 0.8256886005401611, 'Z': -0.00011173723760293797}, {'X': 0.5273489952087402, 'Y': 0.8081263303756714, 'Z': -0.034490421414375305}, {'X': 0.46360552310943604, 'Y': 0.7099577188491821, 'Z': -0.04089495912194252}, {'X': 0.43583646416664124, 'Y': 0.6114030480384827, 'Z': -0.05180756747722626}, {'X': 0.42319875955581665, 'Y': 0.5495915412902832, 'Z': -0.0532381646335125}, {'X': 0.5164446234703064, 'Y': 0.5757801532745361, 'Z': -0.00011544086009962484}, {'X': 0.4886985421180725, 'Y': 0.463301420211792, 'Z': -0.01617996022105217}, {'X': 0.4720006585121155, 'Y': 0.4011272192001343, 'Z': -0.02945469319820404}, {'X': 0.4644626975059509, 'Y': 0.34866923093795776, 'Z': -0.04075131565332413}, {'X': 0.5687200427055359, 'Y': 0.5577884912490845, 'Z': -0.008109192363917828}, {'X': 0.5476149320602417, 'Y': 0.42313143610954285, 'Z': -0.017362959682941437}, {'X': 0.533866822719574, 'Y': 0.3507836163043976, 'Z': -0.040498193353414536}, {'X': 0.5298528671264648, 'Y': 0.29208242893218994, 'Z': -0.059733498841524124}, {'X': 0.6213527917861938, 'Y': 0.5662127137184143, 'Z': -0.020449930801987648}, {'X': 0.6329178810119629, 'Y': 0.4444015622138977, 'Z': -0.03599816560745239}, {'X': 0.6414953470230103, 'Y': 0.37365996837615967, 'Z': -0.057470861822366714}, {'X': 0.6503834128379822, 'Y': 0.3097720146179199, 'Z': -0.07645866274833679}, {'X': 0.6739174127578735, 'Y': 0.5938413739204407, 'Z': -0.036560624837875366}, {'X': 0.6838748455047607, 'Y': 0.4937118887901306, 'Z': -0.057739630341529846}, {'X': 0.6890832781791687, 'Y': 0.4348451793193817, 'Z': -0.07483730465173721}, {'X': 0.693337082862854, 'Y': 0.37237733602523804, 'Z': -0.08733665198087692}]
[{'X': 0.6123087406158447, 'Y': 0.8252813816070557, 'Z': -0.00011746810923796147}, {'X': 0.5278268456459045, 'Y': 0.8073667287826538, 'Z': -0.03511182963848114}, {'X': 0.46355339884757996, 'Y': 0.7095577716827393, 'Z': -0.04152587428689003}, {'X': 0.43554356694221497, 'Y': 0.6123582124710083, 'Z': -0.05267896503210068}, {'X': 0.42200079560279846, 'Y': 0.5505371689796448, 'Z': -0.05496014654636383}, {'X': 0.5181989669799805, 'Y': 0.5752646327018738, 'Z': -0.0010486890096217394}, {'X': 0.49023890495300293, 'Y': 0.4618798494338989, 'Z': -0.017588917165994644}, {'X': 0.47299861907958984, 'Y': 0.3992329239845276, 'Z': -0.03149670735001564}, {'X': 0.46486225724220276, 'Y': 0.3457465171813965, 'Z': -0.04302287474274635}, {'X': 0.5701701045036316, 'Y': 0.5576614141464233, 'Z': -0.008983602747321129}, {'X': 0.5495066046714783, 'Y': 0.423601895570755, 'Z': -0.017726868391036987}, {'X': 0.5351802706718445, 'Y': 0.3521832227706909, 'Z': -0.041261762380599976}, {'X': 0.530022382736206, 'Y': 0.2939596176147461, 'Z': -0.060736510902643204}, {'X': 0.6220690608024597, 'Y': 0.5660568475723267, 'Z': -0.021265191957354546}, {'X': 0.634575366973877, 'Y': 0.4443386495113373, 'Z': -0.036561064422130585}, {'X': 0.6434643864631653, 'Y': 0.3730632960796356, 'Z': -0.06004588305950165}, {'X': 0.6521823406219482, 'Y': 0.30858922004699707, 'Z': -0.08018029481172562}, {'X': 0.6736338138580322, 'Y': 0.5936830043792725, 'Z': -0.037072647362947464}, {'X': 0.6844715476036072, 'Y': 0.49401912093162537, 'Z': -0.05839857459068298}, {'X': 0.6896677017211914, 'Y': 0.43534088134765625, 'Z': -0.07585848122835159}, {'X': 0.6931105852127075, 'Y': 0.3736843466758728, 'Z': -0.0877518504858017}]
[{'X': 0.6121816039085388, 'Y': 0.8271273374557495, 'Z': -0.00013176776701584458}, {'X': 0.529129147529602, 'Y': 0.8098615407943726, 'Z': -0.039691802114248276}, {'X': 0.4654392898082733, 'Y': 0.712446928024292, 'Z': -0.048153553158044815}, {'X': 0.4377158284187317, 'Y': 0.6152964234352112, 'Z': -0.0613090805709362}, {'X': 0.42421624064445496, 'Y': 0.5523284077644348, 'Z': -0.06572230905294418}, {'X': 0.5185887217521667, 'Y': 0.5772656202316284, 'Z': -0.005847466178238392}, {'X': 0.4897054135799408, 'Y': 0.46487706899642944, 'Z': -0.024077996611595154}, {'X': 0.4724387228488922, 'Y': 0.40287265181541443, 'Z': -0.038371577858924866}, {'X': 0.4641687870025635, 'Y': 0.34911665320396423, 'Z': -0.05013556405901909}, {'X': 0.5706638693809509, 'Y': 0.5593411326408386, 'Z': -0.013980075716972351}, {'X': 0.5476863384246826, 'Y': 0.4247047007083893, 'Z': -0.024103183299303055}, {'X': 0.53351229429245, 'Y': 0.35330697894096375, 'Z': -0.049196064472198486}, {'X': 0.528433084487915, 'Y': 0.29465606808662415, 'Z': -0.06973341852426529}, {'X': 0.6225239038467407, 'Y': 0.5678755044937134, 'Z': -0.026707397773861885}, {'X': 0.6349160671234131, 'Y': 0.4463099539279938, 'Z': -0.04487667977809906}, {'X': 0.6455285549163818, 'Y': 0.3760979175567627, 'Z': -0.07118541747331619}, {'X': 0.6552446484565735, 'Y': 0.31161174178123474, 'Z': -0.09415396302938461}, {'X': 0.674096941947937, 'Y': 0.5963121652603149, 'Z': -0.043562307953834534}, {'X': 0.6840940713882446, 'Y': 0.49668407440185547, 'Z': -0.06800723820924759}, {'X': 0.6895264387130737, 'Y': 0.4372222423553467, 'Z': -0.08894533663988113}, {'X': 0.6927587985992432, 'Y': 0.3747108578681946, 'Z': -0.10445793718099594}]
